1,1,1255.00,538.00,62.70,115.70,1,-1,-1,-1
1,2,1291.00,449.00,73.20,215.00,1,-1,-1,-1
1,3,1697.00,367.00,160.20,385.10,1,-1,-1,-1
1,4,248.00,435.00,129.40,272.90,1,-1,-1,-1
1,5,863.00,517.00,39.90,114.10,1,-1,-1,-1
2,1,1248.97,530.19,69.54,128.54,1,-1,-1,-1
2,2,1295.73,459.41,70.16,205.89,1,-1,-1,-1
2,3,1696.89,383.49,148.80,357.50,1,-1,-1,-1
2,4,254.11,441.07,128.63,272.12,1,-1,-1,-1
2,5,858.23,517.87,39.29,112.19,1,-1,-1,-1
3,2,1291.98,461.18,71.05,207.51,1,-1,-1,-1
3,3,1694.79,387.08,142.58,340.94,1,-1,-1,-1
3,4,255.59,453.04,121.24,257.31,1,-1,-1,-1
3,5,856.01,518.02,40.10,114.38,1,-1,-1,-1
3,6,1259.00,545.00,50.40,127.60,1,-1,-1,-1
4,2,1294.80,460.02,70.16,203.08,1,-1,-1,-1
4,3,1701.64,388.60,143.80,341.89,1,-1,-1,-1
4,4,257.83,454.25,119.99,255.97,1,-1,-1,-1
5,2,1297.92,457.26,72.08,208.45,1,-1,-1,-1
5,3,1702.68,394.88,139.87,332.72,1,-1,-1,-1
5,4,258.73,453.61,118.71,255.16,1,-1,-1,-1
6,2,1301.00,457.05,72.93,209.03,1,-1,-1,-1
6,3,1696.27,378.38,149.41,354.29,1,-1,-1,-1
6,4,263.61,454.65,116.67,252.73,1,-1,-1,-1
6,7,1266.90,535.20,55.76,124.35,1,-1,-1,-1
6,8,862.24,519.76,40.81,109.42,1,-1,-1,-1
7,2,1306.21,461.87,70.44,200.14,1,-1,-1,-1
7,3,1686.24,374.32,150.95,356.20,1,-1,-1,-1
7,4,253.93,442.82,127.61,280.08,1,-1,-1,-1
7,7,1269.11,532.20,58.55,131.32,1,-1,-1,-1
8,2,1305.67,456.59,71.34,202.54,1,-1,-1,-1
8,3,1675.41,376.30,159.22,375.25,1,-1,-1,-1
8,4,268.03,444.74,121.52,268.15,1,-1,-1,-1
8,7,1274.01,533.51,57.33,128.04,1,-1,-1,-1
9,2,1304.22,447.91,74.33,209.91,1,-1,-1,-1
9,3,1678.66,374.40,162.14,382.12,1,-1,-1,-1
9,4,275.15,451.72,113.64,253.72,1,-1,-1,-1
9,7,1274.06,532.52,56.73,127.13,1,-1,-1,-1
10,2,1310.76,451.44,75.33,210.73,1,-1,-1,-1
10,3,1680.03,393.64,152.73,361.95,1,-1,-1,-1
10,4,270.93,447.36,118.78,265.93,1,-1,-1,-1
10,7,1274.29,532.17,60.17,134.07,1,-1,-1,-1
11,2,1310.33,450.86,76.63,212.43,1,-1,-1,-1
11,3,1675.28,386.20,155.19,364.49,1,-1,-1,-1
11,4,270.82,445.17,118.35,265.32,1,-1,-1,-1
11,7,1277.77,534.08,60.67,134.61,1,-1,-1,-1
12,2,1312.44,451.34,76.65,212.71,1,-1,-1,-1
12,3,1675.40,379.49,161.40,381.74,1,-1,-1,-1
12,4,276.21,439.65,118.72,268.07,1,-1,-1,-1
12,7,1277.15,538.86,58.89,130.99,1,-1,-1,-1
13,2,1309.96,452.88,75.85,210.13,1,-1,-1,-1
13,3,1673.66,384.85,158.14,375.93,1,-1,-1,-1
13,4,279.35,438.26,117.24,266.83,1,-1,-1,-1
13,7,1281.98,535.86,58.17,130.63,1,-1,-1,-1
14,2,1318.29,458.17,75.14,206.12,1,-1,-1,-1
14,3,1671.37,379.01,164.70,387.29,1,-1,-1,-1
14,4,285.17,443.76,115.97,266.07,1,-1,-1,-1
14,7,1282.61,539.46,55.97,126.06,1,-1,-1,-1
14,10,867.80,519.30,46.24,113.60,1,-1,-1,-1
15,2,1316.16,457.48,76.10,208.77,1,-1,-1,-1
15,3,1663.32,378.15,163.09,380.60,1,-1,-1,-1
15,4,287.41,443.87,113.30,263.91,1,-1,-1,-1
15,7,1282.14,533.97,55.88,127.42,1,-1,-1,-1
15,9,1799.50,441.11,61.81,175.67,1,-1,-1,-1
16,2,1322.48,455.89,76.24,207.56,1,-1,-1,-1
16,3,1671.85,370.56,164.89,379.30,1,-1,-1,-1
16,4,287.23,442.58,111.82,260.43,1,-1,-1,-1
16,7,1287.17,531.31,57.00,130.81,1,-1,-1,-1
16,11,-76.85,232.14,319.83,695.20,1,-1,-1,-1
17,2,1317.70,459.27,76.98,206.70,1,-1,-1,-1
17,3,1672.92,373.69,166.45,378.08,1,-1,-1,-1
17,4,285.48,442.10,116.93,271.54,1,-1,-1,-1
